,required_skills,job_title
4783,"java, j2ee, backend, oop, webservices",java developer
4797,"c#, .net, java, javascript, xml",software engineer
4802,"agile, analysis, api, architecture, assembly, c++, configuration management, development, embedded, embedded systems, firmware, hardware, http, java, linux, management, multi, threaded, protocols, python, risk management, source code, ux, windows, wireless",software engineer
4810,"c++, opengl",software engineer
4816,".net, asp, asp.net, c#, development, foundation, hardware, javascript, management, project management, sql, sql server, tcp, ip, version control, windows, xml",software engineer
4826,ruby on rails,software engineer
4829,"analysis, api, architecture, assembly, c++, development, embedded, embedded systems, firmware, hardware, http, java, linux, multi, threaded, protocols, python, source code, ux, windows, wireless",software engineer
4838,"agile, ajax, angularjs, bash, database, development, ejb, hardware, http, java, javascript, jquery, linux, mathematical, mysql, mysql, nosql, oracle, perl, python, scrum, security, unix, windows, wireless",software engineer
4858,"architecture, bash, ccna, hardware, it, linux, management, micro, network, performance, perl, protocol, protocols, python, quality, software, switches, system, systems, technician, unix",data scientist
4859,"agile, j2ee, java, javascript, oracle, sql",java developer
4871,"agile, architecture, development, java, mysql, mysql, sql",java developer
4872,"analysis, architecture, development, hardware, j2ee, java, jenkins, jsp, middleware, oracle, plsql, soap, sql, wsdl, xml, xslt",java developer
4874,"agile, ajax, c++, development, hardware, http, j2ee, java, javascript, linux, perl, security, soap, sql, windows, wireless, xml",software engineer
4876,"agile, automated, configuration management, development, git, http, j2ee, java, javascript, management, oracle, sql, subversion",software engineer
4882,"ajax, analysis, css, data analysis, development, dhtml, http, j2ee, java, javascript, linux, management, perl, security, solaris, sybase, unix, windows, xml, xslt",data scientist
4891,"j2ee, junit, websphere, angular js, node js, reactjs",java developer
4897,".net, agile, analytical",software engineer
4910,"rmf, clearance",software engineer
4937,"rest, services",java developer
4951,"spring framework, struts, webservices, rest",java developer
4954,"windows , oracle , active directory , windows , oracle , active directory",data scientist
4969,"core java, hibernate, servlets, struts, jsp, jdbc, web services",java developer
4999,"data science, big data, python, java, r, statistics, sql, hadoop",data scientist
5000,".net, sql server, agile",software engineer
5006,"tools, ansible",software engineer
5011,development,software engineer
5020,"dynatrace, splunk, nagios, restful web services",java developer
5022,"java, web services, html, javascript, jquery",java developer
5039,"java, javascript, j2ee, ejb, xml, web services, soa, rest , html, hibernate, struts",java developer
5052,"mysql, javascript, ajax, html, css , xml",software engineer
5054,"java, j2ee, orm, hibernate, jpa, junit",java developer
5058,"automated, cisco, ios, linux, networks, perl, python, routers",software engineer
5060,"java, javascript, j2ee, rest apis, jpa, jdbc, oracle, t, sql, hibernate, scrum",java developer
5078,"ajax, angularjs, cisco, content management, css, development, git, javascript, libraries, management, micro, scrum, source code, ux, video",software engineer
5094,"java, web",software engineer
5114,"soap, jms, maven, jenkins",java developer
5119,"big data, hbase, scala, cass, ra, java",data scientist
5123,"ms excel, vba, ms excel",java developer
5133,"secret clearance, sql, oracle, javascript",java developer
5141,"java, j2ee, jee, hibernate, jdbc, web services, restful apis, core java",java developer
5146,"linux, qnx, software design",software engineer
5160,"core java, j2ee, spring boot, json, jax, linux, maven, groovy, git, sql, oracle, junit, tomcat, websphere",java developer
5180,backbone,java developer
5193,"html, css, javascript, java, hibernate",java developer
5211,"bachelors degree, java, j2ee, hibernate, struts, webservices",java developer
5216,"etl, data steward, ecc",data scientist
5217,"agile, algorithms, c++, cisco, development, ethernet, excel, firewall, hardware, python, security, vpn",software engineer
5239,"agile, javascript, oracle",java developer
5242,"algorithms, e, commerce, j2ee, java, javascript, jquery, mongodb, mysql, mysql, ood, oop",software engineer
5245,"c#, development, hadoop, java, oracle, sql",java developer
5256,"network security, authentication, cryptography",data scientist
5260,"analysis, database, development, hudson, java, jenkins, linux, ood, oracle, subversion, unix",java developer
5262,"analysis, automated, business requirements, c#, database, genetic, libraries, management, security, sql, sql server",software engineer
5280,"agile, architecture, automated, development, encryption, j2ee, java, libraries, linux, object oriented design, oracle, security, unix",java developer
5287,"sas, sql, sas, sql, spss",data scientist
5297,"analysis, api, development, python, release, scrum, security",software engineer
5334,"core java, ficial, algorithm",java developer
5335,"algorithms, e, commerce, j2ee, java, javascript, jquery, lifecycle, mongodb, mysql, mysql, ood, oop",software engineer
5346,"algorithms, e, commerce, j2ee, java, javascript, jquery, mongodb, mysql, mysql, ood, oop, sales",software engineer
5357,java,data scientist
5372,"sdlc, agile",software engineer
5387,"java, j2ee, jdbc, jsp, jsf, ajax, json, javascript , java, j2ee, jdbc, jsp, jsf, ajax, json, javascript",java developer
5392,"analysis, architecture, development, java, javascript, lifecycle, management, materials, middleware, peoplesoft, sdlc, sql, test plan, video, xml",software engineer
5393,"algorithms, development, e, commerce, j2ee, java, javascript, jquery, mongodb, mysql, mysql, ood, oop",software engineer
5401,"oracle, mysql, postgresql, nosql, soa, microservices, agile, oracle, mysql, postgresql, nosql, soa, microservices, agile, scrum",software engineer
5409,"software development, net, c#, sql server, asp.net mvc, wcf, uml",software engineer
5416,"analysis, angularjs, architecture, automated, css, database, development, genetic, hardware, html, java, javascript, jquery, management, pl, sql, quality assurance, scientific, security, sql",software engineer
5423,"java, java ee, servlets, jsp, jsf, jdbc, jms, junit, maven, hibernate, subversion, soap, xml, pl, sql, spring framework",java developer
5424,".net, asp.net, mvc",software engineer
5429,"agile, analysis, architecture, automated, css, database, data collection, development, genetic, git, html, java, pl, sql, scientific, scrum, sdlc, soap, sql, svn",software engineer
5440,"java, web services, apache, javascript, css, html, web services, apache, javascript, css, html, sql server",java developer
5441,"apache, git, j2ee, java, jdbc, libraries, linux, oracle, sql, svn, tibco, uml, windows",java developer
5444,"analysis, bash, database, development, git, j2ee, java, jdbc, jenkins, linux, oracle, sql, svn, unix, windows",java developer
5452,"java, sql, mysql, git, linux , java, sql, mysql, git, linux",java developer
5472,"agile, apache, c#, development, hadoop, hudson, iterative, iterative development, java, jenkins, libraries, nosql, oracle, python, sql, sql server, tdd",software engineer
5481,".net, asp, asp.net, c#, development, sql, sql server",software engineer
5498,"algorithms, architecture, mysql, mysql, ruby, sql",software engineer
5514,"c#, c++, python, .net, opengl, wcf, mvc, mvvm, html, javascript, linux, windows, c++, python, .net, opengl, wcf, mvc, mvvm, html, javascript, linux, windows, data",software engineer
5515,".net, asp, asp.net, css, database, development, genetic, html, javascript, management, sql",software engineer
5528,"java, ejb, html",java developer
5530,"agile, analytical",software engineer
5544,"agile, apache, automated, development, j2ee, java, jdbc, metrics, sql, tibco",java developer
5549,"agile, analysis, angularjs, architecture, automated, css, database, data collection, development, genetic, html, java, javascript, jquery, pl, sql, scientific, scripts, soap, sql",software engineer
5551,"analysis, roid, automated, css, development, genetic, html, java, javascript, jquery, management, mobile application development, pc, scripts, soap, user interface",software engineer
5552,ood,software engineer
5558,"analysis, architecture, database, db2, development, ejb, j2ee, java, jsp, management, oracle, shell script, sql, sybase, uml, unix, xml",java developer
5559,"analysis, db2, genetic, html, java, javascript, linux, management, security, sql, unix, xml, xsl",software engineer
5561,"business requirements, database, development, genetic, iso, management, qa, sei, sql, sql server, xml",software engineer
5565,"sql, ms sql server, java , hadoop, restful web services, j2ee, hibernate",data scientist
5573,".net, agile, architecture, development, e, commerce, mongodb, scrum, sql, sql server, xml",software engineer
5604,"python, c, c++, security, apache spark, kafka, elasticsearch, python, c, c++, security, apache spark, kafka, elasticsearch, mongodb",data scientist
5605,"java, j2ee",java developer
5608,"c#, .net, azure, angularjs, scalability, .net, azure, angularjs, scalability",software engineer
5611,".net, sql, wpf, c# , .net, sql, wpf, c#",software engineer
5637,"distributed systems, sql, nosql, sql, nosql",software engineer
5643,"jvm, clojure, aws, ci",software engineer
5650,"javascript, r, javascript, r",data scientist
5653,"java, scala, sql, nosql, algorithms, python, cass, ra, hadoop, rest , java, scala, sql, nosql, algorithms, python, cass, ra, hadoop, rest",software engineer
5655,"agile, analysis, angularjs, automated, css, development, html, javascript, jquery, scientific, scripts, sql",software engineer
5678,"object oriented design, ruby, c++, java, c#, mysql, nosql, mongodb, cass, ra, ruby, c++, java, c#, mysql, nosql, mongodb, cass, ra, linux",software engineer
5688,"java, j2ee, hibernate, mysql, html5, javascript, css3, web , java, j2ee, hibernate, mysql, html5, javascript, css3, web",java developer
5689,"node.js, angular, c, c++, linux, postgresql, embedded systems, aws, gcp, node.js, angular, c, c++, linux, postgresql, embedded systems, aws, gcp, etc.",software engineer
5691,"javascript, reactjs, bootstrap, linux , javascript, reactjs, bootstrap, linux",software engineer
5703,"angular.js, jquery, javascript, karma, restful apis, css3, ajax, aws, python , angular.js, jquery, javascript, karma, restful apis, css3, ajax, aws, python",software engineer
5704,"clojure, java, c++, relational databases, sql, clojure, java, c++, relational databases, sql, mongodb",software engineer
5712,"windows, c#, c, c++, oop, ood, kernel, c#, c, c++, oop, ood, kernel",software engineer
5723,"java, c++, java, c++, oop",software engineer
5732,"python, golang, golang, open source",software engineer
5737,"java, xml, j2ee, java, xml, j2ee, rdbms",java developer
5757,"agile, architecture, automated, development, encryption, j2ee, java, libraries, linux, object oriented design, oracle, quality assurance, security, unix",java developer
5828,"agile, angularjs, api, development, java, javascript",software engineer
5830,"analysis, architecture, cissp, linux, management, mcse, security, supervision, unix, ups",data scientist
5838,"analysis, automated, business intelligence, business objects, change management, database, development, edi, help desk, informatica, lifecycle, management, qa, release, shell script, sql, sql server, tivoli, windows",data scientist
5857,"contract independent, contract w2",java developer
5860,".net, agile, architecture, asp, asp.net, automated, development, javascript, jquery, scrum, sql, supply chain, vb",software engineer
5866,"automated, development, java, test plan",software engineer
5882,"design, mathematics, computer science, information technology",data scientist
5883,"api, embedded, git, linux, mongodb, nosql, oop, sql, sql server, svn",software engineer
5884,"agile, architecture, development, python",data scientist
5920,"data management, data goverce, data architecture, data quality, data analysis, agile, leadership",data scientist
5928,"cass, mariadb",java developer
5942,"core java, j2ee, struts, jquery, sql server, oracle, jboss",java developer
5955,"java, xml",java developer
5963,"c#, vb.net, mvc",software engineer
5971,"java, h",java developer
5984,"java, j2ee, mysql",java developer
5988,"java, jsp, jquery, spring mvc, web services, pl, sql, jms, jquery",java developer
6023,"etl, sql, python",java developer
6030,software development,software engineer
6031,business intelligence,software engineer
6035,java,java developer
6038,"html , css , jquery , ajax , json , javascript , spring , windows , linux",java developer
6056,"java, soa, hibernate",java developer
6059,python,data scientist
6065,"configuration, design",data scientist
6073,"cass, ra, microsoft, ibm, oracle",data scientist
6077,"core, java, computer science, data structures",java developer
6087,"java, sql, perl, python",java developer
6089,"java, j2ee, html5, css3, ui, ux",java developer
6101,"database, sql, perl, unix, linux, etl, data warehouse",data scientist
6124,"java, j2ee, mvc, rest, maven, jenkins",java developer
6129,"php, css",software engineer
6158,"system architecture, algorithms, c++",software engineer
6163,big data,data scientist
6166,"c, c++, sql",data scientist
6167,java,software engineer
6170,"java , j2ee, rest web services, security , saml",java developer
6171,"java , spring , sql , json , integration",java developer
6182,"java, ficial, angular js",java developer
6192,core java,java developer
6208,sql,data scientist
6217,"restful, web services, angular.js, html, css, jsp",java developer
6261,"java, j2ee, websphere",java developer
6266,"java, jee, oracle, html, agile, support, hibernate, struts, servlets, sql",java developer
6306,"big data, etl, informatica, unix, architect, business intelligence, sql, oracle, mysql, erwin",data scientist
6315,"oracle, sql, microsoft ssas, java, j2ee, git, mvc framework, eclipse",software engineer
6322,"core java, hibernate, soap, rest, jax, ws, mq, perl, sybase",java developer
6324,"java, j2ee, restful",java developer
6325,"java, linux, jsp, servlets",java developer
6345,"web application, j2ee, rest api, mysql, angular, node js",java developer
6360,pharmaceutical,data scientist
6398,"apache, tomcat, software development",java developer
6415,"cmdb, python, data visualization, qlikview, tableau",data scientist
6424,"java, j2ee, restful, tomcat, jboss, spring mvc",software engineer
6426,"java, distributed systems, agile, risk",java developer
6427,"javascript , java , c++ , c , css , html5",software engineer
6446,"java , j2ee, sql",java developer
6480,node.js,software engineer
6498,"aws, java",java developer
6547,".net, c#",software engineer
6553,"sas, r, spss, python, matlab, javascript, teradata, oracle, hadoop, mapreduce, spark, storm, yarn, kafka, sqoop, hive, scala, c#",data scientist
6556,"elastic search, solr, java",software engineer
6592,contract w2,software engineer
6604,"java, mysql, sql server, soap , rest",java developer
6624,"analytical, architecture, automated, development, it, java, javascript, jsp, oracle, quality, software, sql, sql server, test",software engineer
6633,"java, j2ee",software engineer
6636,contract w2,java developer
6665,"analysis, architecture, database, development, j2ee, java, network, python, software, sql, web",java developer
6669,core java,java developer
6673,"application, applications, configuration management, development, linux, management, python, release, software, systems, unix, web",software engineer
6676,contract w2,data scientist
6704,"spring , software design",software engineer
6726,"sql, etl",data scientist
6729,"business requirements, technician",data scientist
6736,"application, applications, basic, development, engineers, java, javascript, management, performance, php, quality, sdlc, security, software, system, web",software engineer
6742,"api development, ui development",java developer
6762,".net, roid, asp, asp.net, database, development, ios, javascript, libraries, mobile development, oracle, rational",software engineer
6779,"maven, eclipse, git, sql, angular js, jquery, azure, aws, mysql, hadoop, oracle, java, jvm",java developer
6802,"c++, embedded, java",software engineer
6809,"agile, development, git, hadoop, j2ee, java, linux, protocol, protocols, python, security",software engineer
6815,"java, j2ee, front end, web services, xml, http, wsdl, ajax, json, jquery",java developer
6825,"core java, java, hibernate, rest web services",java developer
6828,algorithms,data scientist
6832,"business requirements, data warehouse, development, hadoop, http, sql",software engineer
6835,"roid, css, development, encryption, java, javascript, security",software engineer
6843,".net, c#, java, asp.net, wcf, web api",software engineer
6845,"development, http",software engineer
6850,"algorithms, foundation, http",software engineer
6853,"analysis, development, http, java, python, sql",data scientist
6857,"java, portal, api",java developer
6859,design,software engineer
6861,"apache, development, foundation, hadoop, http, java, nosql",software engineer
6866,"analysis, apache, architecture, bash, change management, configuration management, database, http, java, linux, management, metrics, mysql, mysql, nosql, perl, php, postgresql, python, release, security, sql, system architecture, ups",software engineer
6872,"algorithms, analysis, architecture, c++, c , c++, http, python",software engineer
6873,"roid, http, ios, lifecycle, oop, protocol, tcp, ip",software engineer
6877,"api, architecture, database, http, lifecycle, sms, ups",software engineer
6883,"architecture, business requirements, development, http, java, linux, nosql, protocol, protocols, python, tcp, ip",software engineer
6890,"roid, css, http, java, javascript",software engineer
6893,"http, jquery, mysql, mysql, python",software engineer
6901,"business requirements, development, http",software engineer
6912,"java, restful, sql, unix, xml, kafka",software engineer
6915,"customer service, development, foundation, http, metrics, python, salesforce",data scientist
6916,"analysis, architecture, database, foundation, http, python, sql",software engineer
6917,"http, java, jenkins",software engineer
6918,"roid, automated, development, http, ios, libraries",software engineer
6924,"qa, python, c++",software engineer
6949,"algorithms, apache, architecture, data collection, development, hadoop, http, java, python",software engineer
6951,"roid, development, foundation, http, ios, mobile development",software engineer
6953,"relational database, nosql, mongodb, hbase, hive, splunk, hadoop, storm, big data, powershell, python, bash, pig, configuration, ansible, git, svn, aws, devops, c#, .net",data scientist
6965,"development, http, jenkins, perl, release",software engineer
6973,"statistics, python",data scientist
6975,"browsers, css, development, encryption, html, javascript, libraries, security",software engineer
6981,"development, http, security",software engineer
6996,"java development, application support, production support, dynatrace, splunk",java developer
7020,"rest, aws",java developer
7037,"tad pgs, reliable",java developer
7038,"angular js, jquery, javascript",software engineer
7039,"core java, big data, spark, agile",java developer
7047,"scm, linux, maven, agile",software engineer
7101,"java, c++, perl, sql, unix, linux",software engineer
7105,"struts, javascript, css, pl, sql, .net, c#, etc.",java developer
7123,"java, xml",software engineer
7145,"hibernate, jpa, eclipse, scrum",java developer
7149,"r, pl, sql, sql",data scientist
7151,"php, html, css",software engineer
7166,"java, cass, ra, cloud, aws",java developer
7172,"java, ruby on rails, django, nosql, sql",software engineer
7175,"core java, xml",software engineer
7183,"core java, webservices, oracle, pl, sql",java developer
7188,"asp.net, c#, xml, application development",software engineer
7190,"java, j2ee, sql, oracle",java developer
7194,"python, r, matlab, spark, java, c++, python, r, matlab, spark, java, c++",data scientist
7211,"javascript, css3, angular, css3, angular",software engineer
7218,"tcp, ip, sdn, rest, kernel, tcp, ip, sdn, rest, kernel, ospf",software engineer
7229,"cloud, kubernetes, api, web services, aws, openstack, python",software engineer
7230,"j2ee, agile, aws",java developer
7231,"java, j2ee, struts, esb, design patterns, uml, oop, oracle, tibco, web services, agile",java developer
7241,"java, j2ee, oracle, sql, maven, sso",java developer
7246,ra,software engineer
7261,"java, ui design",java developer
7267,"aws, amazon, mongodb, cass, mariadb",java developer
7269,"windows, sql, server, tfs, .net",software engineer
7270,"j2ee, jsp, html, xml, xsl, css, sql, pl, sql, unix",java developer
7271,"analysis, r, python, matlab, java, c, c++, c#, scala",data scientist
7280,"java, hibernate, mvc, healthcare, webservices, postgresql, unix, linux, jsp, ejb, 2",java developer
7296,"java, tomcat, eclipse, js, html, css, angular, oracle, pl, sql, c, unix",java developer
7307,"java, j2ee, analytics, jboss, linux",java developer
7320,"java, oracle, fice, payments, rest, soap, xml, json, kafka, jms",java developer
7334,"jsp, angularjs, json, jms, json, rest, xml, soap, rest, jsf, angularjs, javascript",java developer
7353,"java, chef, puppet, nosql",java developer
7360,"java , j2ee, jsp, soap, xml, json , oracle pl, sql",java developer
7363,"java, c, c++ , apis",software engineer
7371,"c++, algorithms",software engineer
7378,"big data, hadoop, java, j2ee, scala",data scientist
7383,java,software engineer
7385,"python, ada, embedded, c, c++, ethernet",software engineer
7388,c++,software engineer
7395,"java, ms access, ruby",java developer
7402,"middleware, agile, ci, cd, micro services",java developer
7414,"java, j2ee, design, fullstack, backend",java developer
7450,"javascript, restful, jquery",software engineer
7460,"rest, jsf, angularjs, javascript, css, ajax, jsf, angularjs, jquery, css, javascript, json",java developer
7470,"java, rest, webservices, sql, javascript, html",java developer
7473,"java, ui, maven, javascript, jquery, spring mvc, hibernate, tomcat",java developer
7478,sql,data scientist
7482,data collection,software engineer
7491,"java, c, sql, oracle, j2ee, sap, unix",software engineer
7495,"c#, asp.net, sql",software engineer
7496,"roid, ios, mobile",software engineer
7502,"jms, restful services, linux",java developer
7508,"java, saas, soa, oop, unix",software engineer
7528,"rest, web, node.js, web services, css3, ajax, javascript, html5, xml , rdbms, orm, web services",software engineer
7530,"openstack, linux, agile , soa, spring framework, java, python , linux",software engineer
7545,"core java, java, .net, c#, asp.net, j2ee, oracle, sql, sql queries, stored procedures, pl, sql, unix",java developer
7559,"c++, unix, linux, java, javascript, snmp",software engineer
7561,"java, struts, xml, html, css, javascript, jquery, ajax, angular, backbone",java developer
7565,"java, j2ee, subversion, maven, spring mvc, linux, soap, jms, rest",java developer
7616,"java, spring boot",java developer
7625,"java , python , javascript , maven, jenkins, git",java developer
7627,"java, j2ee, struts",java developer
7650,"apache tomcat, websphere",java developer
7659,"core java, j2ee, aws, nosql, microservices, mongodb",java developer
7661,"j2ee, jsp, struts, jboss, mvc, hibernate, html, css, ajax, xml, web service, jdbc",java developer
7676,"java, javascript, jee, hibernate",java developer
7677,"software development, c, c++, unix, linux, ruby, python, network security, firewalls, application",software engineer
7680,"java, agile, javascript, angular js",java developer
7703,"sql, html5",java developer
7704,"extjs, web services, api, ficial services, asset management, algorithms",java developer
7722,"java, unix, oo, agile",java developer
7727,"java , rest , microservices",java developer
7733,"java, soap , mvc, jdbc, json, hibernate",java developer
7735,"java, oracle, sql , xml",java developer
7805,"rdbms, git, unix, python, continuous delivery",software engineer
7834,code,software engineer
7844,"sql queries, stored procedures, triggers, migration, requirements",data scientist
7854,"spring mvc, software development",java developer
7871,"java , javascript , linux",software engineer
7884,"groovy, web services, api, ficial services, backend development",java developer
7892,"c, c++, sql, python",software engineer
7897,"java development, cass, ra, nosql, j2ee, hibernate, algorithm, restful api",java developer
7898,dos,software engineer
7912,"java, j2ee, struts, jquery",java developer
7920,"html5, css3, jquery, backbonejs",java developer
7924,sql,java developer
7934,"java, tibco, mq, tomcat, weblogic, jboss",java developer
7949,"java, j2ee, jms, unix, linux, sql, restful web services, microservices",java developer
7954,"c#, javascript, html, css, asp.net, silverlight",software engineer
7962,"c++, linux , hadoop",software engineer
7964,"etl, datastage, pl, sql, unix, teradata, dba",data scientist
7967,"java, j2ee, spring mvc",java developer
7969,"java, j2ee, struts, esb",java developer
7988,"java, jira, sql, nosql, rest, json, xml, confluence, bamboo, bitbucket, git",java developer
7993,"linux, stig",software engineer
8002,"java, j2ee, aws, amazon web services, elastic search, ec2, web services, struts, hibernate, angular js, jquery, oracle sql, pl, sql",java developer
8004,"automation, java, rest web services",java developer
8006,"j2ee, hibernate, jpa, orm, sql",java developer
8008,computer science,data scientist
8027,"agile, roid, ansi, development, genetic, java, management, networks, security, wireless",software engineer
8031,"software, it, information technology, java",java developer
8054,"hibernate, javascript, rest",java developer
8062,"java, c#, media",software engineer
8086,hmi,software engineer
8131,"data science, analytics",software engineer
8133,"agile, architecture, c++, development, matlab",software engineer
8136,"servlet, struts, jpa, sybase, spring mvc",java developer
8138,"java, j2ee, pm, ecommerce, sql, angularjs",java developer
8139,"agile, c#, .net, sql server, mysql, react, angularjs, devops, vmware, javascript",software engineer
8140,"analysis, c++, development, library, matlab",software engineer
8143,"c++, development, matlab",software engineer
8145,"agile, bash, cisco, configuration management, development, java, javascript, jenkins, linux, management, python, ruby, security, unix, video",software engineer
8147,"agile, css, development, javascript",software engineer
8176,"analysis, analytical",software engineer
8182,"java, python",software engineer
8195,"hadoop, hive, pig",data scientist
8205,"hadoop, unix, linux, java",data scientist
8221,"java, solr, elastic search, micro services, sql, hibernate, angular js, css, jdbc, karma",java developer
8222,"sql, oracle, unix, linux, ftp, https, jira, php, python",data scientist
8233,"java, css, web services, rest api, hibernate, maven, html, java script, java ee, jms, xml, xsl, webservices",java developer
8240,"java, unix, perl, shell, sql",java developer
8245,"ccar, analytical, analysis",java developer
8292,"java, hibernate, apache tomcat",java developer
8305,"java development, java, j2ee",java developer
8316,"api, digital, agile",software engineer
8319,"java, ruby on rails, javascript, css3, html5, jenkins, cloud foundry, openstack, selenium",software engineer
8333,rest,java developer
8342,".net, agile, analysis, angularjs, architecture, asp, asp.net, content management, css, development, html, javascript, jquery, lifecycle, management, multi, threaded, scrum, sql, sql server, windows",software engineer
8362,"java, j2ee, sql, rest api",java developer
8397,"java, fice",java developer
8409,"j2ee, java, hibernate, soap, rest, jms, jax, j2ee, java, hibernate, soap, rest, jms, jax",java developer
8420,"agile, architecture, automated, cisco, development, java, linux, networks, protocols, python, scrum, sdlc, security, tcp, ip, video, vmware",software engineer
8425,"oop, java, j2ee, spring mvc, rest, api, jax, amqp, data structures, oop, java, j2ee, spring mvc, rest, api, jax, amqp, data structures, algorithms",java developer
8439,"ficial, aml, javascript, node.js, aml, javascript, node.js",software engineer
8444,"j2ee, ejb, jms, mq, struts",java developer
8450,"c, dsp, pre, perl, linux, on",software engineer
8453,"development, game, hardware, software",software engineer
8455,"mongo db, java",java developer
8462,"scala, akka, kafka, cass, ra, jenkins",software engineer
8463,"analysis, bluetooth, case, development, embedded, ethernet, graphics, hardware, linux, management, test plan, unix, video, windows",software engineer
8474,"jdbc, jsp, spring mvc, sql",java developer
8486,"asp, c#",software engineer
8504,"nodejs, html5, css3, jquery, bootstrap, angular.js, oauth, rest, json, xml",java developer
8506,"java, php, javascript, full, stack",software engineer
8523,"j2ee, hibernate , web services",java developer
8542,"java, api, rest, testng, junit, selenium, http, automation, qa, test",software engineer
8558,"java , j2ee, automation",java developer
8596,"c#, big data",software engineer
8598,"java, c#, .net, linux, z, j2ee, agile, software",software engineer
8600,"big data, hadoop",data scientist
8615,performance management,data scientist
8618,"c#, oop, objective",software engineer
8620,java ee,java developer
8635,"java, hibernate, rest, soap, javascript, mvc, webservices, soa",java developer
8640,"amazon web services, azure, google cloud, java, scala, python, ruby, javascript, nosql, test automation, continuous integration",software engineer
8650,"c#, php, node",software engineer
8651,"java, asp.net, c#.net, production support",java developer
8664,"java, full, stack, web application, soa, apache tomcat, soap, test cases, jax, jax, ws, rest, junit, mysql, html, css, json",java developer
8675,"java, j2ee, ejb, hibernate, sql, oracle",java developer
8679,"javascript, node.js, mongodb, hibernate, cass, ra, apache spark, kafka, agile, microservices, java, java",software engineer
8703,"java, development, trading systems, javascript",java developer
8704,"c#, asp.net, mvc",software engineer
8708,"java, elastic search",java developer
8711,"c, c++, java",software engineer
8717,"jquery, java, web services, db2, junit, sql, maven",java developer
8730,"javascript, restful api",software engineer
8732,"javascript, react",software engineer
8742,"core java, soa, mongo db, restful, web services, j2ee, git",java developer
8749,"java, j2ee , spring framework",java developer
8750,"java, j2ee , web services",java developer
8753,"java, j2ee, hibernate",software engineer
8766,"analytics, cloud, java, microservices, distributed systems",software engineer
8780,"c, c++",software engineer
8781,"java, j2ee, javascript, jdbc, jsp",java developer
8788,"ssas, ssrs",software engineer
8791,"java script, j2ee, angular js, webservices, restful api, soap, struts",java developer
8797,"degree, java, linux, restful",java developer
8808,"core java, struts, unix, perl, javascript",java developer
8815,sql,software engineer
8825,"hadoop, java, kafka",java developer
8833,"xml, core java, linux, unix, python , shell",java developer
8838,"java, python, hadoop",software engineer
8861,"degree, java, maven, jquery, web services",java developer
8862,"core java, j2ee , jsp, servlet, javascript, css",java developer
8868,"linux , security , j2ee , web services",software engineer
8871,"java , hibernate , mysql",java developer
8889,"java, j2ee, jsp, jboss, struts, git",java developer
8893,"hadoop, scala, kafka, cass, ra",software engineer
8900,"sql, jdbc, web services, struts, unix, linux",java developer
8907,"java, mongodb, restful web services, apis",java developer
8914,"java, j2ee, json, hibernate",software engineer
8926,"mdm, pl, sql, unix, data visualization",data scientist
8929,microsoft sql server,data scientist
8933,"java, lean",java developer
8957,"java, c#, python, visual basic, framework, angularjs, bootstrap, agile",software engineer
8963,"java, sql",java developer
8968,db2,java developer
8980,"java, junit, oracle, mysql",software engineer
8982,"perl, mysql, php, json",software engineer
8989,"java, j2ee, junit, tomcat, struts, product, compliance",java developer
9013,"java, sql, angular",java developer
9014,restful,java developer
9018,"java, spring mvc",java developer
9019,"java, agile, rest",java developer
9027,"core java, hibernate, design patterns",java developer
9032,"c# , sql",software engineer
9034,"excel, sql",data scientist
9058,"2, core java, web services, jboss",java developer
9060,sso,java developer
9063,"cloud, aws, python",software engineer
9066,"java, j2ee, soa, web service, jpa, hibernate, sql queries, rsa",java developer
9073,"architecture, qa, deployment, orm, hibernate",java developer
9077,"angularjs, jquery, json, javascript, jboss, websphere, ejb, servlet, jsp",java developer
9085,"java, web applications, javascript, css, html",software engineer
9092,"db2, oracle, nosql",software engineer
9110,"java, nosql, rest api, distributed systems, microservices",software engineer
9111,"java, database",java developer
9120,"java, lead",software engineer
9121,"java, jboss, restful, soa, agile, apis",java developer
9124,"java, c++, c#, sql",software engineer
9126,"javascript, html5, design",java developer
9139,"struts, ejb, web service, svn, sdlc, javascript, node.js, angular",java developer
9164,"html5, javascript, css3, jquery, bootstrap, angular.js, hybris, dem",java developer
9166,"degree, nosql",software engineer
9167,".net, c#, mvc, nodejs, angularjs, bootstrap",software engineer
9169,"facets, scrum, kanban, healthcare, devops, dev ops, ap",software engineer
9175,"java, hibernate, struts, jdbc",java developer
9181,embedded software,software engineer
9202,"sql server, postgresql, ruby, css, javascript",software engineer
9205,"java, sql, hibernate, eclipse, javascript",java developer
9207,core java,java developer
9208,"java, micro services, swift, angularjs, mq, javascript, analytics, cloud, security",java developer
9247,.net,software engineer
9260,"java, react, node, jenkins, hudson",java developer
9263,"front, end, back, end, javascript, angular.js, rest",java developer
9273,"java, sql, apache tomcat",java developer
9279,".net, c#, wpf, c++",software engineer
9280,"agile, architecture, c#, database, development, http, j2ee, java, jsp, management, mongodb, nosql, oracle, qa, sql, sql server, windows",software engineer
9281,sql,java developer
9283,"java, nosql, restful api",software engineer
9291,"java, github",java developer
9297,"core java, collections",java developer
