job_title,required_skills,,,,,,,,
ALM Tool Administrator,"Analysis, Metrics, Performance, Project, Quality, Scripts, Test, Testing",,,,,,,,
Security Engineer,"IT security, firewalls, DLP, intrusion detection, Active Directory operations, Windows Server",,,,,,,,
Reporting and Solutions Specialist,".Net, Analysis, Database, Development, HTTP, Management, Metrics, MS Office, Project, SQL, SQL Server, Testing",,,,,,,,
Experienced UI developer (C2C),"JAVASCRIPT, ANGULAR, NODE, BOOTSTRAP, JQUERY, HTML, CSS, REST",,,,,,,,
SQL Developer,"SQL Server, SSRS",,,,,,,,
"Demand Generation Manager | Palo Alto, CA | $90k-$100k",SFDC/IT/Marketing Automation/Marketo/Salesforce/Digital Marketing/SaaS,,,,,,,,
lead Python Developer OR Dev with strong OO skills,"Java OR Python, Leadesrship skills",,,,,,,,
Infrastructure Engineer III,"Git, Gerrit, Jenkins, and Jira systems, DevOps environment, Linux (Ubuntuu),",,,,,,,,
Mgr Operations Research 2,"Database, Development, HTTP, Management, Modeling, Programming, Project, Python, Rational, Research, SAS, Scientific, SQL",,,,,,,,
Application Developer,Application Developer,,,,,,,,
Full Stack PHP Engineer,"PHP, zend, javascript, nosql, full stack, internal tools",,,,,,,,
Oracle Fusion Middleware Architect /SOA Architect /SOA Lead Developer,"Business analasys ,Problem Solving , oracle SOA Suite , integration",,,,,,,,
Contract Specialist,Contract Management,,,,,,,,
Program Manager,"Laboratory Dev Activities, Agile/Scrum, Assays",,,,,,,,
Actimize Project Lead,"Actimize, Java, Oracle and preferably Hadoop",,,,,,,,
CISO Chief Information Security Officer,ciso,,,,,,,,
SDLC Sr. Platform Engineer,"Platform Engineer, Design, Code, Test, Linux, Windows, Python",,,,,,,,
Sr. Infrastructure/ Framework Engineer,Sr. Infrastructure/ Framework Engineer,,,,,,,,
desk quant - commodities trading - major investment bank,"quant, quantitative, commodities, delta products, futures, desk quant",,,,,,,,
Business Systems Analyst,"SQL, Systems Analyst",,,,,,,,
SAP MM,SAP MM,,,,,,,,
"2017 College Intern Technical (Project Management) - Sunnyvale, CA","HTTP, Intern, Management, Project, Project Management, Security",,,,,,,,
Websphere Commerce Developer,"WCS,,Websphere Commerce Certification,ajax",,,,,,,,
Programmar/Analyst,".net, c#, vb.net, requirements gathering, analysis",,,,,,,,
TrackWise Quality View,TrackWise QualityView,,,,,,,,
Financial Budget Manager @ NY,peoplesoft,,,,,,,,
Sr Javascript Engineer,Sr Javascript Engineer,,,,,,,,
Data Engineer/Business Analyst,Data Engineer/Business Analyst,,,,,,,,
Network Engineer IV,"802.11, Cisco, Management, Networking, Network Engineer, Wireless",,,,,,,,
Infrastructure Program Manager,"Program management, project management tools, Exp in managing IT Infrastructure or Application Development projects, MS Project, Visio, Access knowledge, Process mapping",,,,,,,,
Senior Solutions Architect - Datacenter,"datacenter, emc, cisco",,,,,,,,
"Sr. Business Analyst, Finance","Sr. Business Analyst, Finance",,,,,,,,
Lead Rails Engineer,"rails, aws, nosql, product",,,,,,,,
Account Manager,5+ years of relevant experience in IT Staffing and business development,,,,,,,,
JDA Demand and Fulfillment Analyst,"JDA, Demand, Fulfilment,Inventory, Optimization, JDA SCPO, JDA PL-SQL",,,,,,,,
Professional Services Engineer - Voice,Professional Services Engineer - Voice,,,,,,,,
Tableau Architect,"Tableau, analytics, data visualization",,,,,,,,
"SR. Business Analyst, ERP Systems",ERP,,,,,,,,
Desktop Engineer--SCCM,"SCCM 2012 , Imaging , Packaging,Deployment experience of OS and Applications ,Any migration experience is a PLUS",,,,,,,,
Linux Systems Admin Contract,"Oracle, SQL, Linux Admin , Server Admin, SQL Query",,,,,,,,
SAP WM Consultant,"SAP WM, MM, Procure to Pay cycle, MM/FI and MM/SD",,,,,,,,
SAP BODS Lead,"SAP, BODS",,,,,,,,
Telecom Engineer,Knowledge of Data Analystics Complex Engineering,,,,,,,,
"UI/UX Designer - Philadelphia, PA","UI/UX Designer, wireframing, javascript libraries, html, csss",,,,,,,,
Data Analyst,"SQL/SP, Linux,Java, XML, DB2",,,,,,,,
SugarCRM Developer,"SugarCRM, Proficient in SugarCRM, SOAP",,,,,,,,
Senior Business Systems Analyst,Senior Business Systems Analyst,,,,,,,,
SAP HCM Solutions Architect,Strong understanding of and ability to design / architect SAP HCM and SuccessFactors solutions,,,,,,,,
"Marketing Automation Manager | San Jose, CA | $85k",marketing automation/sfdc/salesforce/marketo/pardot/digital marketing/email marketing/salesforce.com,,,,,,,,
VMware Engineer,VMware,,,,,,,,
Sharepoint Administrator,"Sharepoint 2010 2013, SharePoint Governance, Sharepoint Farm, Powershell, STSADM",,,,,,,,
Desktop Support Analyst,"Analyst, Desktop Support, Hardware, Linux, Networking, VPN, Windows",,,,,,,,
Technical Lead - Python with Java,Technical Lead - Python with Java,,,,,,,,
Quality Assurance/Pharmaceutical,QA Analyst,,,,,,,,
Senior Linux System Admin,Senior Linux System Admin,,,,,,,,
SimCorp Tester,"Management, SimCorp",,,,,,,,
"IT - Senior Business Analyst, Financial & Inventory Applications","IT, PMP, project management, unix, bachelor's degree",,,,,,,,
"Jr. Support Engineer - UNIX/Linux, Shell, Sql",UNIX/ Linux (Bash/Perl/Python/Shell) Scripting; SQL,,,,,,,,
Project Manager 6-Implementation/Strategic Planning,"Business, Acting, Bank, Strategic Planning, Banking, Broker, Change Management, Implementation, Communication, Design, Development, Digital, Drive, Enterprise, Executive, Framework, Harness, Implementation, Lead, Leadership, Management, NeXt,",,,,,,,,
Investment (Business) Systems Analyst - Immediate Engagement,"Investment Systems Analyst, Asset Management, Mutual Funds, Advent Geneva, Eagle PACE, SQL queries, Excel, VLOOKUP, Macros",,,,,,,,
"Sales Engineer, Networking","Sales Engineer, Networking",,,,,,,,
Security Analyst,"Linux, Windows, Security and Security Tools",,,,,,,,
Java/Perl Developer,"Perl, Java, SQL",,,,,,,,
Advance Analytics,"Advance Analytics,optimization,Oracle Data Mining,Oracle R Enterprise,text mining,statistical analysis,computations,R scripts,R functions,Data Scientists,RStudio",,,,,,,,
Senior Full Stack Software Developer.P4,Senior Full Stack Software Developer.P4,,,,,,,,
QlikView Developer,"QlikView, BI, SQL, QlikView,",,,,,,,,
Web Developer,"Java or ColdFusion, jQuery, JavaScript, CSS, HTML, HTML5",,,,,,,,
Mechanical Designer,"Assembly, Documentation, Optical, Other",,,,,,,,
Desktop Support Technician,Desktop Support Technician,,,,,,,,
Database Administrator,"DBA, SQL, SSIS ETL, SSRS, SSAS, TSQL",,,,,,,,
Platform Integration Specialist,Asterisk SQL,,,,,,,,
"Need .Net developer at TX,Fl,NY,NJ,TX or IL",At least 5 years of experience with Information Technology.,,,,,,,,
Senior Ruby on Rails Developer,"Ruby on Rails Developer, PHP, MySQL CSS",,,,,,,,
ETL QA/Tester,ETL QA/Tester,,,,,,,,
Junior SharePoint Developer - Local to NJ/NYC,"SharePoint, SharePoint 2013, .Net, C#",,,,,,,,
Sytem Analyst,"Healthcare, API, Java, Technical Writing",,,,,,,,
UI Programmer,See job description,,,,,,,,
Software Engineer,"API, C++, Development, Engineer, Engineering, Python, Software, Software Engineer",,,,,,,,
Senior Account Manager,"Sales, IT, Solution Selling,",,,,,,,,
Test Manager,See job description,,,,,,,,
Project Manager - Clinical Data,"project manager, project management, clinical data, edc, medidata, rave, inform, data management, data manager, electronic data capture, clinical",,,,,,,,
UI Front-end engineer,"UI Front End engineer, React, Rails, D3 long term contract",,,,,,,,
Development Lead - Fin Tech,java otc derivatives fpml xml,,,,,,,,
User Experience (UX) Researcher,User Experience (UX) Researcher,,,,,,,,
Desktop Support Engineer,"VDI, SCCM, Active Directory, Windows support",,,,,,,,
Senior SAP Solutions Architect,Senior SAP Solutions Architect,,,,,,,,
Computer Repair Field Service Technician - Project-based,"4 or more years of experience in a hands-on desk side support role required, up to 100% travel required",,,,,,,,
MSBI developer,"Analysis, Consulting, Data Mining, Data Modeling, Developer, Development, Management, Modeling, PL1, Shell Scripting, Unix",,,,,,,,
"""Technology Agnostic"" Sr. Software Engineer (Java 8 / C# + Python + JavaScript)","Java 8, C#, Python, JavaScript, Spring-Core, Spring-Boot, Spring-Data, Docker, Kubernetes, Ansible, Vagrant, Chef, Puppet, Go, C / C++, Agile / TDD, Azure, Cloud Foundry, Amazon AWS, SWF, XSS, OAuth2",,,,,,,,
Coldfusion Team Lead long term project you build the team,"ColdFusion, HTML, Javascript, SQL Server",,,,,,,,
Senior SQL Server DBA ( Only Locals),"SQL Server, administration",,,,,,,,
SQL Server DataBase Developer,tsql data migration schema design ssrs or/m oo architecture,,,,,,,,
Fulltime---TIBCO Developer,"Business work, TRA, Admin, EMS , Adapters,TIBCO BW,MQ Server etc.",,,,,,,,
Manager Finance Optimization,"Change Management, Finance,",,,,,,,,
Infrastructure Testing,"Firewall, ALM & Testing",,,,,,,,
IT Auditor,"Audit, Tests, Cases, Scripts,",,,,,,,,
Insurance Business Analyst,"Insurance Business Analysis, P&C experience at least 2 years, strong communication skills",,,,,,,,
Android Lead,"Android, SQ Lite, Web Services(REST, SOAP & APIs), Mobile Middle ware, Phone Gap, HTML5, Dojo, JavaScript and CSS3.",,,,,,,,
Project Manager PMP,"Project management, PMP, PMI",,,,,,,,
"Technical Writer/Documentation Specialist :: Raleigh, NC","Technical writer, documentation, agile, scrum, media channels print, digital, web,",,,,,,,,
VMware Engineer / Architect,Solid understanding of Network infrastructure (LAN/WAN/VPN,,,,,,,,
Desktop Support Engineer,2 or more years of experience in a hands-on desk side support role required,,,,,,,,
Software Developer - Quant and Modeling,quant modeling C# math open source r&d numerical optimization simulation,,,,,,,,
Big Data Architect,Cloud (Openstack or AWS) Elastic Search Scala Apache Spark Kafka,,,,,,,,
Security Assessment Manager,"IT security risk assessments, Understanding of security principles and CISSP Certified",,,,,,,,
C++ Software Developer,"C++, Shell",,,,,,,,
"Need: IBM Webmessage - WMB at Boston, MA - 6 months","IBM Middleware (MB / PS / IIB), XML, SOA, Web Services, IIB",,,,,,,,
Windows Server Admin/System Admin,MS Windows Server,,,,,,,,
SAP BI Dashboard Developer,"Dashboard design, BI, Data Warehouse, SAP Business Objects",,,,,,,,
Benefit Configuration Analyst,Benefit Configuration,,,,,,,,
Test Data Management,"Automated, Consulting, Development, IBM, Informatica, Management, msql, PL1, PL/SQL, SQL, SQL Server, Validation",,,,,,,,
Corporate Trainer needed! (Freelance),experienced corporate/Softskill/Management Trainer,,,,,,,,
IOS Developer with SWIFT,"Objective C, Swift, C#, REST, XML, JSON",,,,,,,,
Database Tester with Health Care domain,"TDM Tester/ Engineer, Test Data Engineer - Test Data Management, SQL and Oracle RDBMS, SQL and Shell Script coding, HP Quality Center/ALM, Healthcare business applications",,,,,,,,
Client Executive / Sales Professional,"Skill set and motivation to aggressively and creatively pursue new business through networking, business development, along with some warm leads generated through our marketing efforts.",,,,,,,,
QA Lead with Amdocs CES,"Consulting, Development, PL1, QA, Telecom, VB",,,,,,,,
.Net Developer,"ASP, TFS, Magic, JAWS, SSRS, SSAS, SSIS, C#, SQL Server, MVC, MVP",,,,,,,,
CyberArk Engineer,"Analytical Skills, Consulting, Customer Service, Development, DNS, LAN, Management, Networking, PL1, PowerShell, Security, Supervision, TCP/IP, VBScript, Windows",,,,,,,,
Account Manager,".Net, Consulting, Development, HTTP, Manager, Management, Project, Recruiter, Sales",,,,,,,,
Web Developer,"Drupal, PHP",,,,,,,,
Sr. Information Assurance Analyst/ Engineer,"Information Assurance, CISSP,",,,,,,,,
Principal / Senior UX Researcher,(USER RESEARCH OR UX RESEARCH OR USABILITY RESEARCH OR DESIGN RESEARCH OR USABILITY ENGINEER OR PRODUCT DESIGNER ) AND(TRAIN OR MENTOR OR TEACH OR WORKSHOP ) AND(QUALITATIVE OR QUANTITATIVE ),,,,,,,,
Senior Software Development Engineer - Amazon Local Commerce - TEST,"Algorithm, Analysis, Architecture, Development, Java, Management, Perl, Programming, Testing, Video",,,,,,,,
Kronos Developer ( 6 Positions),Kronos Developer,,,,,,,,
Software Engineer,"Architecture, Automated, CASE, Development, J2EE, Java, NoSQL, PHP, SOAP, Software Engineer, Testing, UML, Video",,,,,,,,
Sr. Research Scientist,"Algorithms, Analysis, Data Analysis, Database, Data Modeling, Hadoop, Management, Modeling, NoSQL, Project, Project Management, Python, Research, SAS, Scripts, SQL, Statistical Analysis",,,,,,,,
Sr. Marketing Program Manager,"Azure, Power BI, Program Management, Marketing, CRM",,,,,,,,
Sr. Enterprise Information Security Engineer,"Penetration Testing, Firewalls (OS, WAF), Proxies, Gateways, Routers, VPN, Application Security SAST/DAST",,,,,,,,
Tealeaf Support Engineer,"Tealeaf, Dyantrace",,,,,,,,
Software Development Manager - Goodreads,"Architecture, Development, Development Manager, Java, Manager, Management, MySQL, mysql, Project, Ruby, Software Engineer",,,,,,,,
Sr.Network Engineer III,"Network Engineer ,Cisco ISP Routing & Switching, DWDM,MPLS,BGP, OSPF",,,,,,,,
Software Development Engineer (Amazon S3),"Development, HTTP, Java, Programming, Software Engineer",,,,,,,,
Software Design Engineer 2 - Games,(C++ over 4 year(s) ) AND (GAME ENGINE over 2 year(s) OR GAMEPLAY over 2 year(s) ) AND(GRAPHIC OR GRAPHIC PROGRAMMING over 1 year(s) ),,,,,,,,
System Development Engineer,"Analysis, Architecture, Automated, Bash, Development, Diagnostic, DNS, Hardware, HTTP, Metrics, Perl, Protocols, Python, Ruby, Testing",,,,,,,,
Senior Systems Software Engineer,"C/C++, Python, Machine learning, Cloud security, Cloud architecture, golang, Security, Cyber security, start-up experience, security, Big Data",,,,,,,,
Data Scientist,"Expertise with either of these: Python or R or SAS, Strong SQL Knowledge, Prior experience in these tool: Cosmos, PowerBI is preferred",,,,,,,,
"MS CRM Project Manager-Redmond, WA",MS CRM,,,,,,,,
Compliance Program Manager II,"Security, Compliance",,,,,,,,
Research Scientist,"Algorithms, Analysis, Data Analysis, Database, Data Modeling, Hadoop, Management, Modeling, NoSQL, Project, Project Management, Python, Research, SAS, Scripts, SQL, Statistical Analysis",,,,,,,,
Principal Application Security Consultant,"secure coding, secure code review, github, evangelist, thought leader, practice leader, principal consultant, application security, static analysis, dynamic analysis, threat modeling",,,,,,,,
Unreal Engineer - WILL RELOCATE!,"C++ / C# / Java, Unreal / Unreal 4, Virtual / Augmented Reality, Agile / Scrum, Oculus Rift SDK / Google Cardboard SDK - C++ / C# / Java, Unreal / Unreal 4, Virtual / Augmented Reality, Agile / Scrum, Oculus Rift SDK / Google Cardboard SDK",,,,,,,,
Software Development Manager,"Agile, Ajax, Algorithms, CSS, Developer, Development, Development Manager, DOM, Java, JavaScript, jQuery, Manager, Management, Object Oriented Design, Programming, Ruby, Supervision, Testing",,,,,,,,
Project Manager 1 - Non Tech,"Contract Independent, Contract W2, 9+ mos",,,,,,,,
Technical Program Manager - Fleet Management Systems,"Analysis, Android, Business Requirements, Data Analysis, Development, Excel, Hardware, Linux, Manager, Management, Program Manager, Programming, Project, Project Manager, SQL, Testing, Unix, Video",,,,,,,,
Software Development Engineer in Test - Amazon Alexa,"Automated, Development, Java, Linux, Management, Metrics, Perl, Programming, Python, Scripts, Testing",,,,,,,,
Sr. Research Scientist,"Algorithm, Analysis, Applied Research, Automated, Development, Java, Management, Matlab, Modeling, Networks, Perl, Programming, Python, Research, Scientific, Testing, Validation",,,,,,,,
Senior Continuous Integration Design Engineer; contract to hire Job,"HTTP, Java, Jenkins, Recruiter, Release, Scripts, Telecom",,,,,,,,
Technical Support Analyst,"4-6 years of experience end user support, Supporting Windows 10 OS expertise, hardware experience (specifically Dell), Office suite, Customer service skills. Experience with Mac, experience supporting",,,,,,,,
"Information Security Engineer - Bellevue, WA.","Project Manager, Functional, Human Resource, Stakeholder Meeting, KPI, MS office.",,,,,,,,
L&I Senior Developer/Support - ITS 4,".NET framework, with particular emphasis on Visual Studio; VB.NET or C#; JavaScript and related client-side libraries; JQuery; AJAX; XML; Web Services; SQL Server; TSQL; Team Foundation Server (TFS)",,,,,,,,
Account Manager,(ACCOUNT MANAGER over 1 year(s) OR ACCOUNT EXECUTIVE OR BUSINESS DEVELOPMENT MANAGER ),,,,,,,,
Service/DevOps Engineer,"Designing enterprise scale services and platforms, Technical depth in cloud platforms, agile development practices, and experience in designing & tuning telemetry. MySQL/SQL Server/SQL Azure/NOSQL C#",,,,,,,,
"Manager Software Engineering, Warehouse Management System","7+ experience with development, design and architecting",,,,,,,,
Software Development Engineer - AWS S3 Index Services,"Development, HTTP, Java, Programming, Software Engineer",,,,,,,,
L1 L2 Application/Infrastructure/Build support,L1 L2 Application/Infrastructure/Build support,,,,,,,,
"Sr. Product Manager, Comics","Development, Library, Manager, Management, Metrics, Research",,,,,,,,
AWS S3 Storage Control Plane Software Development Engineer,"Agile, Developer, Development, Security, Software Engineer",,,,,,,,
Sr Software Engineer .Net/JavaScript (TW839),"code writing, web services, database, back end, middle tier",,,,,,,,
Java Developer,"Struts 2, Spring, Dojo, CSS, JSON, AJAX, Servlet/JSP, Tomcat, Apache, Linux, Java, JavaScript, Python, Perl",,,,,,,,
Senior Software Developer,"Full Time, Full Time",,,,,,,,
Clinical Records Specialist (TrainingWire),"COMPLIANCE WIRE, COMPLIANCEWIRE, TRAININGWIRE, TRAINING WIRE, LEARNING MANAGEMENT SYSTEM, TRIALWORKS, TRIAL WORKS, CTMS, CLINICAL TRIAL MANAGEMENT SYSTEM, PHARMACEUTICAL COMPANIES, CLINICAL, MEDICAL DEVICE COMPANIES, GXP, GCP",,,,,,,,
Technical Program Manager,"Developer, Development, Manager, Management, Program Manager, Project, Release",,,,,,,,
"Sr Ruby Developer, Permanent Fulltime Job","Agile, Ajax, Apache, Architecture, CSS, Developer, Development, HTTP, JavaScript, jQuery, Libraries, Linux, MySQL, mysql, Object Oriented Programming, Programming, Project, Recruiter, Release, Ruby, TDD, Telecom",,,,,,,,
Quality Engineer,"Bachelor's Degree in Computer Science, SQL, RESTful services, JSON, API infrastructures, shell scripts and reading/writing simple regular expressions",,,,,,,,
Senior Infrastructure Engineer,"Linux, Python, Salt",,,,,,,,
"Principal Architect, Enterprise",,,,,,,,,
Network Engineer,"Network Engineer,Cisco 6509, Nexus 7K switches & Cisco routers 72XX and 76XX,CCNA,CCNP,ITIL",,,,,,,,
"Sr Architect, Systems",,,,,,,,,
Senior iOS Developer (Mobile Games),"OOP, JavaScript, Mobile SDKs, iOS, HTML5, C/C++, Java",,,,,,,,
Technical Project Manager,"Agile, Architecture, CGI, Development, Ecommerce, J2EE, Java, Manager, Management, PMP, Project, Project Management, Project Manager, Scrum, SDLC, Security, Telecom",,,,,,,,
"Sr Architect, Systems (Cloud)",,,,,,,,,
Mongo consultants,We are trying to build out a BigData Team to support our Mongo infrastructure and need: - DBAs - Architects - Devs/Engineers - Analysts/Scientists,,,,,,,,
Advanced Market Research Analyst,(MARKET RESEARCH over 1 year(s) OR MARKET RESEARCHER OR MARKET ANALYSIS OR MARKET ANALYST ) AND(POWERBI OR POWER BI ) AND(STAKEHOLDERS OR STAKEHOLDER OR STAKE HOLDERS OR STAKE HOLDER ) AND(ANALYST OR ANALYSIS ) AND(RESEARCH ),,,,,,,,
Client Services Technician,"Customer Service, Exchange, Hardware, Management, MS Office, Networking, SMS, Technician, Telecommunications, VPN, Windows, Windows 7, Wireless",,,,,,,,
Sr. Staff Mechanical Engineer - Electronics,"3D, Analysis, Assembly, Automotive, CAD, Development, Foundation, Management, Mechanical, Mechanical Engineer, Security",,,,,,,,
Sr. System Administrator,"Windows Server 2012,2008,2003 & DC environment Working knowledge of Creation/Deletion/Modifications of AD objects Working knowledge of IP networking, Microsoft DNS, DHCP, Infoblox and TCP/IP protocols",,,,,,,,
Senior Software Development Engineer - Digital Entertainment & Ads,"Algorithm, Analysis, Architecture, Development, Java, Management, Perl, Programming, Testing, Video",,,,,,,,
Senior Android developer (Urgent),Senior Android developer (Urgent),,,,,,,,
Home Care Sales Liaison,"Home Care, Sales, Certified Nurse Assistant Certification",,,,,,,,
Hyperion System Admin/Essbase planning Consultant,Hyperion. Essbase,,,,,,,,
AWS DevOps Engineer with Strong Software Dev Skills (Remote),"DevOps, AWS, Hudson, Jenkins, CruiseControl, Chef, Puppet, Salt, Ansible, Python, Ruby, Java, C#, CloudTrail, CloudWatch, CloudFormation, OpsWorks, IAM, EC2, Route 53, S3, RDS, SES, VPC,",,,,,,,,
Enterprise Client Executive,See Required Skills Below,,,,,,,,
Software Development Manager,"Agile, C++, C#, Development, Development Manager, Java, Manager, Management, Programming",,,,,,,,
Denial Letter Writer,"Director, Materials, PC, Writer",,,,,,,,
Systems Development Engineer - Amazon DynamoDB,"Algorithms, Architecture, Database, Developer, Development, Excel, Hardware, Java, Linux, Management, Metrics, Networking, NoSQL, Programming, Python, Unix, Windows",,,,,,,,
Help Desk,"2+ years professional experience in Help Desk/Desktop Support role, Experience supporting a variety of hardware, including laptops, mobile devices, scanners and printers",,,,,,,,
Tableau Developer - Lead,Tableau - Enterprise Implementation and Reports Development,,,,,,,,
Sr. Ruby on Rails Developer,"ROR, Ruby on rails, RESTful, REST, Bootstrap",,,,,,,,
PeopleSoft Developer,"PeopleTools, including Application Designer, online customizations, PeopleCode, Application Engine, Component Interface, Integration Broker, Process Scheduler, PS Query and Data Mover",,,,,,,,
Technical Support Analyst 3,"WORKSTATION, SUPPORT, WINDOWS, DELL, TROUBLESHOOT",,,,,,,,
Senior Software Developer,".Net, Agile, Algorithms, API, ASP, ASP.NET, Broadband, Consulting, Developer, Development, HTTP, JavaScript, Linux, Linux Admin, Management, Networking, PowerShell, Programming, Protocols, Ruby, Shell Scripting, SQL, SSL, TDD, Video, Windows, Wireless",,,,,,,,
Program Manager Non Tech 4,(SEO over 7 year(s) OR SEARCH ENGINE OPTIMIZATION over 7 year(s) OR PROGRAM MANAGER over 7 year(s) ) AND(GOOGLE over 5 year(s) ) AND (BING over 5 year(s) ) AND (HTML over 5 year(s) OR TAG over 5 year(s) ) AND(ECOMMERCE over 5 year(s) OR E-COMMERCE over 5 year(s) ),,,,,,,,
Lead Cloud Developer,"TDD, Cloud, architecture, Big Data, Cloud analytics",,,,,,,,
Principal Product Manager,"Analysis, C++, Data Analysis, Developer, Development, Java, JavaScript, Lifecycle, Manager, Management, PHP, Project, Project Management, Python, Research, Ruby",,,,,,,,
.NET Technical Lead (hands on Coder),".Net ,C# , ASP.net , Strong SQL , Core Java",,,,,,,,
"C# and ASP.NET,SQL Server Developer",C# and ASP.NET (preferably MVP and MVC frameworks) for web applications. MS SQL Server (SQL Server 2008R2 or later).,,,,,,,,
Systems Development Engineer,"Agile, Analysis, Architecture, Cryptography, Development, Hardware, Linux, Management, Networking, Programming, Protocols, Python, Routers, Ruby, Security, Switches, Unix",,,,,,,,
"Software Development Engineer, Alexa Entertainment","Algorithm, Analysis, API, Architecture, Development, Java, JavaScript, jQuery, Linux, Management, Objective C, Programming, Python, Video",,,,,,,,
.NET or Java Developer,"Agile, Algorithms, Architecture, Developer, Development, E-commerce, Java, Management, Object Oriented Design, Programming, Security, Supervision, Testing",,,,,,,,
Mobile developer,"Mobile development, IOS, ANDROID",,,,,,,,
Senior Regional Site Manager - Seattle - Homebased,(SITE OR MONITOR OR MONITORING ) AND(CRO OR PHARMACEUTICAL COMPANIES ) AND(CLINICAL ),,,,,,,,
Java Developer w/ Webshere Commerce Solution exp,"Ajax, Analysis, Business Requirements, Conceptual Design, CSS, Developer, Development, Ecommerce, IBM, Java, JavaScript, Management, Project, Project Management, Quality Assurance, Release, Supervision, WebSphere",,,,,,,,
Presenter,"Technical, Demonstrations, Presentations",,,,,,,,
Debug Test Project Manager,"4+ Yrs of PM, TFS, VSO, Debugging experience",,,,,,,,
"Sr Developer, Software",,,,,,,,,
"Technical Program Manager, Kindle Demos","Agile, Android, Business Requirements, Developer, Development, Manager, Management, Program Manager, Project, Project Management, Release, Research",,,,,,,,
Java Developer,"Java, Spring, UI development. AWS and MongoDb",,,,,,,,
Sr. Javascript Developer,"Javascript, angularjs, coffeescript, jquery, bash, postgresql, aws, rubyCSS, HTML, MVC frameworks",,,,,,,,
Network Engineer and Architecture Consultant,"design, planning, applications protocol interfaces, provisioning, Data Center Network Design, security Design, Routing and Switching, Network Management Application",,,,,,,,
"Software Development Engineer, Metadata - Amazon Instant Video","Algorithms, Analytical Skills, Apache, Business Requirements, C#, Database, Development, Java, Library, Object Oriented Design, Perl, Programming, Python, Ruby, Video, Windows",,,,,,,,
"Sr. Solutions Architect, Smart Home","Architecture, Development, Java, JavaScript, Management, Mobile App Development",,,,,,,,
Senior Software Engineer - Goodreads,"Agile, Java, MySQL, mysql, NoSQL, Ruby, Software Engineer, SQL",,,,,,,,
MES Techinical Lead,"MES, Siemens Simatic IT, Wonderware",,,,,,,,
Software Development Manager - Amazon Instant Video,"Analytical Skills, C++, Data Mining, Development, Development Manager, Java, Manager, Management, Multimedia, Programming, Project, Testing, Video",,,,,,,,
Solution Architect IT Management Platform (ServiceNow) ~,".Net, Analysis, API, Architecture, Business Requirements, CSS, Developer, Development, Hardware, HTML, JavaScript, JSP, Linux, Management, Project, Project Management, SDLC, Security, System Architecture, Testing, Unix, VMware, Windows, XML",,,,,,,,
DevOps Operations Manager,"Database, Development, E-commerce, Java, Linux, Manager, Management, Perl, Project, Python, QA, Release, Unix",,,,,,,,
Business Analyst/data Analyst,"Business Analysis, data analyst",,,,,,,,
Sr. Systems Analyst,The City is looking for someone that can combine their analytical and problem-solving skills with their fantastic people skills. The successful candidate will have a proven track record of excellent communication and project leadership skills.,,,,,,,,
"Technical Writer - equipment manuals, appendices,","Write technical materials, such as equipment manuals, appendices, or operating and maintenance instructions.",,,,,,,,
Solutions Architect,"Agile, Analysis, Architecture, Consulting, Development, Manager, Project, Research",,,,,,,,
Web Developer (C# & AngularJS),"C#, Angular, JavaScript, HTML, UI",,,,,,,,
graphics/game engineer with C++,"c++ , basic user interface programming put f widgets to have users interact with them , some familiarity with images and interactive 3D graphics;familiarity with windows is very helpful",,,,,,,,
Sr. Ruby on Rails Developer,"3+ years experience with Ruby on Rails, Ruby, Scala, Python, OO design, algorithms, data structures, Computer Science or related degree",,,,,,,,
"Senior Manager, Technical Program Management","Developer, Development, Manager, Management, Metrics, Program Manager, Programming, Project",,,,,,,,
Full stack Engineer,"Full stack, Azure, Web, Cosmos, hadoop",,,,,,,,
SDET Lead,"5+ yrs dev/test Java, C#, Ruby running on Tomcat, .Net, Phusion Passenger,testing REST APIs for complex integrations spanning large ecosystemsSelenium, SoapUI, SauceLabs, TestStudio",,,,,,,,
Software Development Engineer - EC2 Networking,"Database, Development, DNS, HTTP, Java, Linux, Management, MySQL, mysql, Networking, Perl, Programming, Protocols, Python, Ruby, Shell Script, Software Engineer, TCP/IP, Testing",,,,,,,,
"Senior Business Analyst, Product Marketing","Agile, Analysis, Analyst, Business Analyst, Business Intelligence, Data Analysis, Data Warehouse, Development, Excel, Java, Management, Programming, Project, Project Management, Python, SalesForce, SQL, Testing, Validation",,,,,,,,
Senior Lead Systems Engineer,"Analysis, Broadband, CCNA, Consulting, Development, DNS, Java, Linux, Management, Networking, Perl, PHP, PowerShell, Programming, Routers, Ruby, Switches, Video, VMware, VPN, Windows, Wireless",,,,,,,,
Software Development Leader EC2 Networking,"Development, Networking, Sales",,,,,,,,
AWS Cloud Network,"AWS, Network, Cloud, AWS ELB, VPC, DNS, DHCP, STP, VRRP, VLAN",,,,,,,,
Sr. Applied Scientist,"Algorithm, Analysis, Applied Research, Automated, Development, Java, Management, Matlab, Modeling, Networks, Perl, Programming, Python, Research, Scientific, Testing, Validation",,,,,,,,
NoSQL Database Developer,See job description,,,,,,,,
Support Analyst 3,(AZURE over 5 year(s) ) AND (SECURITY CLEARANCE ) AND (POWERSHELL ) AND (VISUAL STUDIO ),,,,,,,,
